tsp_file,ram_gb,cpu_cores,solution_time_ms,peak_memory_kb,edge_distance_min,edge_distance_max,edge_distance_mean,edge_distance_median,edge_distance_stddev,edge_distance_prop_below_mean,edge_distance_frac_distinct,expected_random_tour_length,edge_cost_mode_count,edge_cost_mode_peak_freq,edge_cost_mode_mean,cluster_count_eps0.01,cluster_mean_dist_centroid_eps0.01,cluster_count_eps0.05,cluster_mean_dist_centroid_eps0.05,cluster_count_eps0.1,cluster_mean_dist_centroid_eps0.1,nnd_min_rel,nnd_max_rel,nnd_mean_rel,nnd_median_rel,nnd_stddev_rel,nnd_cv_rel,centroid_x,centroid_y,centroid_dist_min,centroid_dist_mean,centroid_dist_max,mst_depth_min,mst_depth_max,mst_depth_mean,mst_depth_median,mst_depth_stddev,mst_edge_min,mst_edge_max,mst_edge_mean,mst_edge_median,mst_edge_stddev,mst_total_length_norm,angle_min,angle_max,angle_mean,angle_median,angle_stddev,convex_hull_area,convex_hull_frac_nodes,optimality_gap
Tnm229.tsp,8,32,1.973,8624,9999.78,640000.0,321934.0,330000.0,158688.0,0.48644,0.288248,73723000.0,1,124,40000.0,0,0.0,1,242853.0,1,242853.0,0.0156247,0.0444113,0.0199999,0.0156247,0.0102533,0.512666,320000.0,184752.0,0.0742358,242853.0,369504.0,0,134,54.9563,52.0,36.7789,9999.78,28424.1,12812.4,10000.0,6573.95,0.000347581,1.04718,3.14159,3.06018,3.14159,0.375355,177362000000.0,0.0305677,6.91588203
lin318.tsp,8,32,3.833,8624,31.0,4865.58,1849.05,1782.41,901.901,0.524374,0.440867,587997.0,1,234,1331.0,24,24.162,14,235.986,5,789.092,0.00637128,0.060116,0.0148284,0.0129481,0.010304,0.69488,1538.93,1851.08,26.9411,1354.04,2556.75,0,53,27.6698,27.0,12.3529,31.0,487.283,119.618,87.0,93.5026,0.000406866,0.0,3.14159,1.57109,1.49253,1.2424,11985300.0,0.0283019,23.74630543
ali535.tsp,8,32,11.473,8624,0.0,338.586,73.4291,69.4096,52.261,0.52606,0.892499,39284.6,1,29,0.0,25,6.99522,3,30.583,1,50.6538,0.0,0.114729,0.00667898,0.00387579,0.00962101,1.44049,29.4819,0.0236822,4.62678,50.8882,186.689,0,102,49.4393,49.0,23.0196,0.0,38.8455,3.18054,1.89619,3.96506,0.000161923,0.0,3.13714,1.23862,1.14169,1.03094,27323.8,0.0186916,14.29475131
Tnm124.tsp,8,32,0.588,8624,9999.78,330000.0,164949.0,168028.0,80599.8,0.487018,0.294912,20453600.0,1,62,40000.0,0,0.0,1,132636.0,1,123444.0,0.0303024,0.0641495,0.0363599,0.0303024,0.0129623,0.356498,165000.0,95262.8,0.169355,123444.0,190526.0,0,70,28.3145,27.0,19.2453,9999.78,21170.2,12015.2,10000.0,4291.31,0.00117487,1.04718,3.14159,3.01401,3.14159,0.449241,47155200000.0,0.0564516,10.69865701
pcb442.tsp,8,32,7.434,8624,50.0,4841.49,1748.0,1711.72,830.684,0.51358,0.142847,772615.0,1,687,1802.78,0,0.0,1,1276.41,1,1279.17,0.0103274,0.0923711,0.0206719,0.0206548,0.00495084,0.239496,1491.34,2009.54,90.8772,1279.17,2502.47,0,62,32.1833,33.0,15.2098,50.0,447.214,105.13,100.0,27.8567,0.000272141,0.0,3.14159,2.20139,2.35619,0.933005,10359200.0,0.020362,19.93353055
rat783.tsp,8,32,23.844,8624,1.0,628.405,229.231,211.206,124.554,0.554269,0.173848,179488.0,1,70,97.0824,13,3.02749,1,168.899,1,168.899,0.00159133,0.0313859,0.0131588,0.0135029,0.00539279,0.409825,135.098,289.972,5.09842,168.899,315.071,0,149,78.4215,77.0,39.7427,1.0,22.8035,10.4262,10.7703,3.78435,0.000116177,0.0,3.14159,1.66838,1.69515,0.905885,152667.0,0.0217114,14.6254226
Tnm820.tsp,8,32,24.838,8624,9999.78,2420000.0,1226580.0,1264630.0,609485.0,0.481122,0.296331,1005790000.0,1,474,40000.0,1,965789.0,1,932888.0,1,932888.0,0.00413214,0.0180422,0.00569388,0.00413214,0.00437557,0.768469,1210000.0,698594.0,0.174267,932888.0,1397190.0,0,481,194.663,183.5,131.946,9999.78,43663.0,13784.0,10000.0,10594.6,2.74e-05,1.04718,3.14159,3.12187,3.14159,0.181762,2535900000000.0,0.0134146,1.31950571
Tnm937.tsp,8,32,32.468,8712,9999.78,2770000.0,1404300.0,1448760.0,698082.0,0.481125,0.259445,1315830000.0,1,542,40000.0,1,1105260.0,1,1068390.0,1,1068390.0,0.00361003,0.0160375,0.00499031,0.00361003,0.00389239,0.779988,1385000.0,799630.0,0.127001,1068390.0,1599260.0,0,582,236.811,217.0,162.062,9999.78,44424.6,13827.4,10000.0,10787.0,2.1e-05,1.04718,3.14159,3.12414,3.14159,0.171157,3322460000000.0,0.0117396,0.660508355
Tnm970.tsp,8,32,34.803,8712,9999.78,2870000.0,1455170.0,1500000.0,723445.0,0.480827,0.259158,1411520000.0,1,562,40000.0,1,1145100.0,1,1107230.0,1,1107230.0,0.00348424,0.0156042,0.00482208,0.00348424,0.0037861,0.78516,1435000.0,828498.0,0.359794,1107230.0,1657000.0,0,574,235.908,224.0,156.743,9999.78,44784.0,13843.5,10000.0,10871.1,1.96e-05,1.04718,3.14159,3.12032,3.14159,0.193282,3566680000000.0,0.0113402,0.198836162
dkg813.tsp,8,32,25.19,8712,1.0,318.68,112.254,98.2344,67.7941,0.567914,0.0478069,91262.8,1,358,10.0,71,3.86867,1,83.5292,1,83.5292,0.00313794,0.0471736,0.00857527,0.00627589,0.00591018,0.689212,48.7626,160.522,3.60315,83.5292,167.613,0,147,81.8758,88.0,28.848,1.0,15.0333,3.54695,3.0,2.19806,7.77e-05,0.0,3.14159,1.85543,2.01424,1.10887,29904.5,0.0135301,11.37268592
Tnm175.tsp,8,32,1.155,8712,9999.78,480000.0,240853.0,246373.0,118336.0,0.488473,0.291954,42149300.0,1,92,40000.0,0,0.0,1,192510.0,1,181144.0,0.0208329,0.0524863,0.0259948,0.0208329,0.0116182,0.446943,240000.0,138564.0,0.0742857,181144.0,277128.0,0,101,41.2114,39.0,27.75,9999.78,25194.3,12491.9,10000.0,5589.7,0.000592747,1.04718,3.14159,3.04092,3.14159,0.40674,99766300000.0,0.04,6.982086025
rl1323.tsp,8,32,68.088,14160,48.0,21073.0,7403.58,7148.87,3724.98,0.523718,0.292364,9794930.0,1,218,128.0,166,255.071,2,5414.28,1,5437.25,0.0022778,0.0774215,0.00619251,0.00531486,0.00410435,0.662792,10028.9,6343.24,223.094,5437.25,11064.7,0,318,165.525,183.0,87.2785,48.0,2021.87,181.524,144.0,132.199,3.71e-05,0.0,3.14159,1.96552,2.64632,1.32893,198988000.0,0.00907029,1.572383168
Tnm208.tsp,8,32,1.638,14160,9999.78,580000.0,291688.0,299728.0,143614.0,0.48704,0.287347,60671100.0,1,112,40000.0,0,0.0,1,219896.0,1,219896.0,0.017241,0.0481133,0.0219555,0.017241,0.0110129,0.501602,290000.0,167432.0,0.418269,219896.0,334863.0,0,127,50.524,46.0,35.6036,9999.78,27906.0,12747.6,10000.0,6400.18,0.000420218,1.04712,3.14159,3.04258,3.14159,0.40123,145666000000.0,0.0240385,7.629709329
Tnm178.tsp,8,32,1.194,14160,9999.78,490000.0,246000.0,250599.0,120886.0,0.485622,0.29588,43787900.0,1,94,40000.0,0,0.0,1,196495.0,1,185091.0,0.0204077,0.0524867,0.025559,0.0204077,0.0116942,0.457538,245000.0,141451.0,0.191011,185091.0,282902.0,0,95,41.5056,42.5,25.1686,9999.78,25719.0,12538.3,10000.0,5743.29,0.000572684,1.04718,3.14159,3.04155,3.14159,0.406834,103967000000.0,0.0393258,6.232010669
rat195.tsp,8,32,1.417,14160,6.32456,304.401,116.536,105.948,63.9527,0.557547,0.433571,22724.4,2,22,32.2558,0,0.0,1,85.2345,1,85.7654,0.020777,0.045992,0.0325745,0.0328514,0.00613383,0.188301,65.0051,150.021,5.36804,85.7654,153.094,0,61,32.9744,32.0,16.3431,6.32456,15.6525,11.1587,11.3577,2.05325,0.000982091,0.193622,3.14159,2.31344,2.35619,0.539283,35116.5,0.0666667,18.20917441
Tnm766.tsp,8,32,21.772,14160,9999.78,2250000.0,1139610.0,1173580.0,566140.0,0.481001,0.261486,872939000.0,1,440,40000.0,1,898051.0,1,866271.0,1,866271.0,0.00444435,0.0186242,0.00609301,0.00444435,0.00452833,0.743202,1125000.0,649519.0,0.0600522,866271.0,1299040.0,0,447,190.491,186.0,119.525,9999.78,41905.0,13714.3,10000.0,10194.6,3.14e-05,1.04718,3.14159,3.12108,3.14159,0.185612,2192130000000.0,0.0143603,1.581007514
p654.tsp,8,32,15.876,14160,15.0,6365.23,3116.43,3135.14,1835.79,0.497319,0.0802834,2038140.0,1,988,33.541,14,106.168,9,240.313,7,686.303,0.00235655,0.0943209,0.00485672,0.00235655,0.00999827,2.05865,3382.63,3713.54,100.912,2494.94,3347.85,0,174,106.757,120.0,44.2979,15.0,1173.55,45.1093,15.0,111.5,4.43e-05,0.0,3.14159,1.65853,1.5708,0.555382,20673400.0,0.0107034,5.764994567
Tnm583.tsp,8,32,12.587,14160,9999.78,1700000.0,860148.0,885381.0,426843.0,0.48275,0.259176,501466000.0,1,332,40000.0,1,677325.0,1,653121.0,1,653121.0,0.00588222,0.0230941,0.00797922,0.00588222,0.00560404,0.70233,850000.0,490748.0,0.264151,653121.0,981495.0,0,361,145.827,133.0,100.825,9999.78,39260.0,13570.9,10000.0,9533.9,5.41e-05,1.04718,3.14159,3.11077,3.14159,0.230676,1251410000000.0,0.0154374,2.157088979
xqf131.tsp,8,32,0.655,14160,1.0,108.416,35.508,32.0156,20.6817,0.554786,0.178861,4651.54,1,52,10.0,6,0.8,6,9.72833,1,25.5127,0.00922374,0.212947,0.0275979,0.0184475,0.024015,0.870173,39.1069,25.3511,3.01858,25.9246,67.9131,0,41,21.0076,22.0,10.4473,1.0,23.0868,3.67828,3.0,2.78024,0.00158153,0.0,3.14159,1.71179,1.5708,1.14759,3998.5,0.0763359,25.26864901
att532.tsp,8,32,11.173,14160,3.16228,8820.58,3042.49,2552.06,2011.41,0.597107,0.975256,1618610.0,1,5,125.399,29,71.9076,6,1399.53,1,2206.59,0.000358511,0.0635677,0.012983,0.0105466,0.00963303,0.741974,5649.79,3083.23,43.7283,2206.59,5685.19,0,134,62.4192,62.0,29.7122,3.16228,602.8,142.916,119.57,100.049,0.000176592,0.0041528,3.13632,1.58035,1.47934,0.923291,36325200.0,0.0225564,13.36459457
att48.tsp,8,32,0.096,14160,131.469,8416.99,3284.64,2943.55,1949.59,0.567376,0.999113,157663.0,1,2,1340.22,0,0.0,2,255.18,1,1508.47,0.0156194,0.142947,0.0583899,0.0523989,0.0297944,0.510266,5189.83,2608.27,278.176,2361.63,5181.7,0,14,7.375,7.5,4.04562,131.469,1203.18,588.163,532.632,289.448,0.00746104,0.0225491,3.09049,1.66211,1.52565,0.78489,26068100.0,0.229167,20.88886685
Tnm154.tsp,8,32,0.901,14160,9999.78,420000.0,210613.0,216259.0,103276.0,0.489941,0.278839,32434400.0,1,80,40000.0,0,0.0,1,168554.0,1,158197.0,0.023809,0.0577357,0.0294169,0.023809,0.0125271,0.425845,210000.0,121244.0,0.435065,158197.0,242487.0,0,80,33.3831,33.5,21.3964,9999.78,24249.0,12370.7,10000.0,5275.21,0.000762813,1.04712,3.14159,3.01597,3.14159,0.438285,76383600000.0,0.0324675,10.78372151
Tnm85.tsp,8,32,0.279,14160,8196.65,210000.0,103938.0,105357.0,50443.0,0.489916,0.329412,8834720.0,1,38,40000.0,0,0.0,1,84753.2,1,77041.3,0.0390317,0.0721694,0.0521967,0.047618,0.0110908,0.212481,105000.0,60621.8,0.188235,77041.3,121244.0,0,39,17.1176,18.0,10.5722,8196.65,15156.0,11037.3,10000.0,2286.98,0.00249862,0.914743,3.14159,2.83981,3.14159,0.724483,19095900000.0,0.0823529,12.53125481
Tnm997.tsp,8,32,36.648,14160,9999.78,2950000.0,1495740.0,1541820.0,743667.0,0.480846,0.259089,1491250000.0,1,578,40000.0,1,1176980.0,1,1138120.0,1,1138120.0,0.00338976,0.0151936,0.00469293,0.00338976,0.00368794,0.785851,1475000.0,851592.0,0.349047,1138120.0,1703180.0,0,590,242.229,230.0,160.923,9999.78,44821.1,13848.2,10000.0,10884.3,1.86e-05,1.04718,3.14159,3.12089,3.14159,0.190718,3768290000000.0,0.0110331,0.449711932
Tnm223.tsp,8,32,1.861,14160,9999.78,620000.0,311636.0,320000.0,153577.0,0.48588,0.291278,69494900.0,1,120,40000.0,0,0.0,1,234949.0,1,234949.0,0.0161287,0.0444117,0.0205341,0.0161287,0.0101814,0.495828,310000.0,178979.0,0.412556,234949.0,357957.0,0,129,53.0,51.0,35.2991,9999.78,27536.0,12743.6,10000.0,6324.06,0.000366749,1.04712,3.14159,3.04972,3.14159,0.386348,166450000000.0,0.0224215,6.510900904
d493.tsp,8,32,9.452,14160,17.9605,4295.84,911.899,804.155,590.354,0.559821,0.859711,449566.0,1,132,26.0,22,94.7815,4,572.639,1,664.187,0.00418091,0.445631,0.0115403,0.0066106,0.0211446,1.83224,2839.0,1676.92,41.5126,670.019,3297.27,0,122,69.0649,70.0,28.9482,17.9605,1914.36,59.5214,38.7655,94.2681,0.000264795,0.0,3.14159,1.8656,1.92828,1.05654,6452360.0,0.0182556,17.03982938
eil101.tsp,8,32,0.413,14160,1.41421,91.8314,33.9517,33.2641,16.3388,0.510495,0.234059,3429.12,1,29,11.1803,0,0.0,5,4.61529,1,23.6984,0.0154001,0.138601,0.0563693,0.0544476,0.0234977,0.416853,33.7129,35.9109,1.57684,24.6849,49.8846,0,28,14.8812,15.0,7.14463,1.41421,12.7279,5.62257,5.7439,2.14304,0.00327931,0.197396,3.14159,1.76319,1.5708,0.819177,4460.0,0.0990099,28.52239885
pbk411.tsp,8,32,6.577,14160,1.0,138.105,54.474,52.469,27.4055,0.527316,0.0450537,22388.8,1,197,26.9258,31,0.798084,12,15.0954,1,40.1995,0.00724087,0.0868904,0.0153588,0.0144817,0.0104614,0.681134,54.0438,45.4355,3.00961,40.1995,74.6336,0,128,52.7397,50.0,35.2834,1.0,12.0,2.92221,2.23607,1.8815,0.000261042,0.0,3.14159,1.60355,1.5708,1.26785,10808.5,0.0291971,23.67831376
gr137.tsp,8,32,0.728,14160,0.728011,157.548,44.74,39.5734,26.7834,0.570524,0.999678,6129.38,5,2,31.4598,1,0.911863,1,30.0589,1,32.2392,0.00462088,0.0913569,0.0224104,0.0190623,0.0151726,0.677034,13.762,-80.1258,5.24433,32.2392,95.5202,0,57,31.3358,33.0,13.9854,0.728011,14.5946,4.3074,3.65018,2.57115,0.00140549,0.00116311,3.13931,1.72686,1.74923,0.888784,7192.66,0.0583942,44.72901161
pr439.tsp,8,32,7.222,14160,90.1388,12819.7,4338.3,4130.45,2597.7,0.525905,0.281451,1904510.0,1,120,500.0,45,124.1,8,1850.1,6,2048.74,0.00703126,0.106456,0.0119291,0.00975061,0.00738021,0.618675,10150.3,7849.94,784.456,3226.75,9025.82,0,167,78.2278,72.0,43.3694,90.1388,2250.56,210.488,150.0,218.076,0.000221042,0.0,3.14159,1.94796,2.08994,1.07299,92883800.0,0.0296128,19.07715957
kroA100.tsp,8,32,0.401,14160,13.0384,4149.78,1710.71,1585.79,916.134,0.550505,0.997172,171071.0,1,3,216.113,0,0.0,17,134.389,1,1269.15,0.00314195,0.0870726,0.0342643,0.0337453,0.0186794,0.545157,2011.37,1064.48,119.588,1269.15,2113.5,0,40,18.59,17.0,10.6088,13.0384,407.774,189.618,186.271,90.8834,0.00221684,0.0355976,3.11133,1.34533,1.26434,0.916917,7149660.0,0.12,26.17281607
Tnm100.tsp,8,32,0.383,14160,9999.78,260000.0,129588.0,131248.0,63047.3,0.480606,0.315556,12958800.0,1,48,40000.0,0,0.0,1,104671.0,1,96604.9,0.0384606,0.0721691,0.0448774,0.0384606,0.0132845,0.296017,130000.0,75055.6,0.4,96604.9,150111.0,0,48,20.47,21.0,12.7655,9999.78,18764.0,11685.1,10000.0,3467.38,0.00180342,1.04712,3.14159,2.9759,3.14159,0.501683,29271800000.0,0.05,12.64370166
pr226.tsp,8,32,1.897,14160,100.0,17422.8,7503.01,7755.8,3708.98,0.454749,0.336362,1695680.0,1,180,100.0,26,204.75,12,676.751,7,2107.29,0.00573962,0.132042,0.0109881,0.00573962,0.0156962,1.42847,9017.7,6978.32,1972.82,5685.09,8874.87,0,76,34.1106,33.0,18.1928,100.0,3238.83,305.066,100.0,528.259,0.000359816,0.0,3.14159,2.00472,3.14159,1.29223,142999000.0,0.0353982,17.80563463
